run_id,task_id,candidate,read_format,turns,edit_applied,disk_write_success,test_success,clean_audit,overall_success,total_latency_ms
"EDIT_ABL_D_DIFF_M3_NESTED_FILE_rep2","M3_NESTED_FILE","D_DIFF","RAW",2,false,false,false,true,false,4966
"EDIT_ABL_D_DIFF_M3_NESTED_FILE_rep3","M3_NESTED_FILE","D_DIFF","RAW",2,false,false,false,true,false,4862
"EDIT_ABL_D_DIFF_M3_NESTED_FILE_rep4","M3_NESTED_FILE","D_DIFF","RAW",8,false,false,false,true,false,19147
"EDIT_ABL_D_DIFF_M3_NESTED_FILE_rep5","M3_NESTED_FILE","D_DIFF","RAW",2,false,false,false,true,false,4927
"EDIT_ABL_D_DIFF_M4_OVERWRITE_PROOF_rep1","M4_OVERWRITE_PROOF","D_DIFF","RAW",8,true,true,null,true,true,12678
"EDIT_ABL_D_DIFF_M4_OVERWRITE_PROOF_rep2","M4_OVERWRITE_PROOF","D_DIFF","RAW",8,true,true,null,true,true,12271
"EDIT_ABL_D_DIFF_M4_OVERWRITE_PROOF_rep3","M4_OVERWRITE_PROOF","D_DIFF","RAW",8,true,true,null,true,true,12624
"EDIT_ABL_D_DIFF_M4_OVERWRITE_PROOF_rep4","M4_OVERWRITE_PROOF","D_DIFF","RAW",8,true,true,null,true,true,12274
"EDIT_ABL_D_DIFF_M4_OVERWRITE_PROOF_rep5","M4_OVERWRITE_PROOF","D_DIFF","RAW",8,true,true,null,true,true,12248
"EDIT_ABL_D_DIFF_M5_SMALL_PATCH_rep1","M5_SMALL_PATCH","D_DIFF","RAW",2,false,false,null,true,false,9390
"EDIT_ABL_D_DIFF_M5_SMALL_PATCH_rep2","M5_SMALL_PATCH","D_DIFF","RAW",8,false,false,null,true,false,19689
"EDIT_ABL_D_DIFF_M5_SMALL_PATCH_rep3","M5_SMALL_PATCH","D_DIFF","RAW",8,false,false,null,true,false,19857
"EDIT_ABL_D_DIFF_M5_SMALL_PATCH_rep4","M5_SMALL_PATCH","D_DIFF","RAW",8,false,false,null,true,false,19773
"EDIT_ABL_D_DIFF_M5_SMALL_PATCH_rep5","M5_SMALL_PATCH","D_DIFF","RAW",2,false,false,null,true,false,9310
"EDIT_ABL_D_DIFF_M7_LINE_ENDINGS_rep1","M7_LINE_ENDINGS","D_DIFF","RAW",8,false,false,null,true,false,19785
"EDIT_ABL_D_DIFF_M7_LINE_ENDINGS_rep2","M7_LINE_ENDINGS","D_DIFF","RAW",8,false,false,null,true,false,19629
"EDIT_ABL_D_DIFF_M7_LINE_ENDINGS_rep3","M7_LINE_ENDINGS","D_DIFF","RAW",8,false,false,null,true,false,19755
"EDIT_ABL_D_DIFF_M7_LINE_ENDINGS_rep4","M7_LINE_ENDINGS","D_DIFF","RAW",8,false,false,null,true,false,19849
"EDIT_ABL_D_DIFF_M7_LINE_ENDINGS_rep5","M7_LINE_ENDINGS","D_DIFF","RAW",2,false,false,null,true,false,9373
"EDIT_ABL_D_DIFF_M8_DISTRACTOR_FILES_rep1","M8_DISTRACTOR_FILES","D_DIFF","RAW",8,false,false,false,true,false,18449
"EDIT_ABL_D_DIFF_M8_DISTRACTOR_FILES_rep2","M8_DISTRACTOR_FILES","D_DIFF","RAW",8,false,false,false,true,false,19853
"EDIT_ABL_D_DIFF_M8_DISTRACTOR_FILES_rep3","M8_DISTRACTOR_FILES","D_DIFF","RAW",8,false,false,false,true,false,20088
"EDIT_ABL_D_DIFF_M8_DISTRACTOR_FILES_rep4","M8_DISTRACTOR_FILES","D_DIFF","RAW",8,false,false,false,true,false,20519
"EDIT_ABL_D_DIFF_M8_DISTRACTOR_FILES_rep5","M8_DISTRACTOR_FILES","D_DIFF","RAW",8,false,false,false,true,false,19559
"EDIT_ABL_D_DIFF_M9_DISAMBIGUATION_rep1","M9_DISAMBIGUATION","D_DIFF","RAW",8,true,true,false,true,false,17406
"EDIT_ABL_D_DIFF_M9_DISAMBIGUATION_rep2","M9_DISAMBIGUATION","D_DIFF","RAW",8,true,true,false,true,false,15928
"EDIT_ABL_D_DIFF_M9_DISAMBIGUATION_rep3","M9_DISAMBIGUATION","D_DIFF","RAW",8,true,true,false,true,false,16504
"EDIT_ABL_D_DIFF_M9_DISAMBIGUATION_rep4","M9_DISAMBIGUATION","D_DIFF","RAW",8,true,true,false,true,false,16466
"EDIT_ABL_D_DIFF_M9_DISAMBIGUATION_rep5","M9_DISAMBIGUATION","D_DIFF","RAW",8,true,true,false,true,false,16336
"EDIT_ABL_D_DIFF_M11_CONSTRAINT_RETENTION_rep1","M11_CONSTRAINT_RETENTION","D_DIFF","RAW",8,false,false,false,true,false,40119
"EDIT_ABL_D_DIFF_M11_CONSTRAINT_RETENTION_rep2","M11_CONSTRAINT_RETENTION","D_DIFF","RAW",8,false,false,false,true,false,21540
"EDIT_ABL_D_DIFF_M11_CONSTRAINT_RETENTION_rep3","M11_CONSTRAINT_RETENTION","D_DIFF","RAW",2,false,false,false,true,false,10658
"EDIT_ABL_D_DIFF_M11_CONSTRAINT_RETENTION_rep4","M11_CONSTRAINT_RETENTION","D_DIFF","RAW",8,false,false,false,true,false,20533
"EDIT_ABL_D_DIFF_M11_CONSTRAINT_RETENTION_rep5","M11_CONSTRAINT_RETENTION","D_DIFF","RAW",8,false,false,false,true,false,20628
"EDIT_ABL_D_DIFF_M12_FOCUSED_FILE_rep1","M12_FOCUSED_FILE","D_DIFF","RAW",4,false,false,false,true,false,14479
"EDIT_ABL_D_DIFF_M12_FOCUSED_FILE_rep2","M12_FOCUSED_FILE","D_DIFF","RAW",4,false,false,false,true,false,15055
"EDIT_ABL_D_DIFF_M12_FOCUSED_FILE_rep3","M12_FOCUSED_FILE","D_DIFF","RAW",4,false,false,false,true,false,15127
"EDIT_ABL_D_DIFF_M12_FOCUSED_FILE_rep4","M12_FOCUSED_FILE","D_DIFF","RAW",4,false,false,false,true,false,14842
"EDIT_ABL_D_DIFF_M12_FOCUSED_FILE_rep5","M12_FOCUSED_FILE","D_DIFF","RAW",8,false,false,false,true,false,9127
"EDIT_ABL_D_DIFF_M14_STALE_CONTENT_SAFETY_rep1","M14_STALE_CONTENT_SAFETY","D_DIFF","RAW",2,false,false,null,true,false,9884
"EDIT_ABL_D_DIFF_M14_STALE_CONTENT_SAFETY_rep2","M14_STALE_CONTENT_SAFETY","D_DIFF","RAW",2,false,false,null,true,false,10013
"EDIT_ABL_D_DIFF_M14_STALE_CONTENT_SAFETY_rep3","M14_STALE_CONTENT_SAFETY","D_DIFF","RAW",2,false,false,null,true,false,10066
"EDIT_ABL_D_DIFF_M14_STALE_CONTENT_SAFETY_rep4","M14_STALE_CONTENT_SAFETY","D_DIFF","RAW",2,false,false,null,true,false,10164
"EDIT_ABL_D_DIFF_M14_STALE_CONTENT_SAFETY_rep5","M14_STALE_CONTENT_SAFETY","D_DIFF","RAW",2,false,false,null,true,false,9762
"EDIT_ABL_E_ANCHOR_M1_EXACT_FILE_rep1","M1_EXACT_FILE","E_ANCHOR","RAW",8,true,true,false,false,false,20640
"EDIT_ABL_E_ANCHOR_M1_EXACT_FILE_rep2","M1_EXACT_FILE","E_ANCHOR","RAW",8,true,true,false,false,false,19809
"EDIT_ABL_E_ANCHOR_M1_EXACT_FILE_rep3","M1_EXACT_FILE","E_ANCHOR","RAW",8,true,true,false,false,false,19671
"EDIT_ABL_E_ANCHOR_M1_EXACT_FILE_rep4","M1_EXACT_FILE","E_ANCHOR","RAW",8,true,true,false,true,false,14157
"EDIT_ABL_E_ANCHOR_M1_EXACT_FILE_rep5","M1_EXACT_FILE","E_ANCHOR","RAW",5,true,true,false,true,false,10951
"EDIT_ABL_E_ANCHOR_M3_NESTED_FILE_rep1","M3_NESTED_FILE","E_ANCHOR","RAW",1,false,false,false,true,false,3614
"EDIT_ABL_E_ANCHOR_M3_NESTED_FILE_rep2","M3_NESTED_FILE","E_ANCHOR","RAW",1,false,false,false,true,false,3270
"EDIT_ABL_E_ANCHOR_M3_NESTED_FILE_rep3","M3_NESTED_FILE","E_ANCHOR","RAW",1,false,false,false,true,false,3345
"EDIT_ABL_E_ANCHOR_M3_NESTED_FILE_rep4","M3_NESTED_FILE","E_ANCHOR","RAW",1,false,false,false,true,false,3365
"EDIT_ABL_E_ANCHOR_M3_NESTED_FILE_rep5","M3_NESTED_FILE","E_ANCHOR","RAW",1,false,false,false,true,false,3353
"EDIT_ABL_E_ANCHOR_M4_OVERWRITE_PROOF_rep1","M4_OVERWRITE_PROOF","E_ANCHOR","RAW",1,false,false,null,true,false,2912
"EDIT_ABL_E_ANCHOR_M4_OVERWRITE_PROOF_rep2","M4_OVERWRITE_PROOF","E_ANCHOR","RAW",1,false,false,null,true,false,2790
"EDIT_ABL_E_ANCHOR_M4_OVERWRITE_PROOF_rep3","M4_OVERWRITE_PROOF","E_ANCHOR","RAW",1,false,false,null,true,false,2818
"EDIT_ABL_E_ANCHOR_M4_OVERWRITE_PROOF_rep4","M4_OVERWRITE_PROOF","E_ANCHOR","RAW",1,false,false,null,true,false,2864
"EDIT_ABL_E_ANCHOR_M4_OVERWRITE_PROOF_rep5","M4_OVERWRITE_PROOF","E_ANCHOR","RAW",1,false,false,null,true,false,2827
"EDIT_ABL_E_ANCHOR_M5_SMALL_PATCH_rep1","M5_SMALL_PATCH","E_ANCHOR","RAW",2,false,false,null,true,false,4605
"EDIT_ABL_E_ANCHOR_M5_SMALL_PATCH_rep2","M5_SMALL_PATCH","E_ANCHOR","RAW",8,true,true,null,true,true,15030
"EDIT_ABL_E_ANCHOR_M5_SMALL_PATCH_rep3","M5_SMALL_PATCH","E_ANCHOR","RAW",7,true,true,null,true,true,12716
"EDIT_ABL_E_ANCHOR_M5_SMALL_PATCH_rep4","M5_SMALL_PATCH","E_ANCHOR","RAW",8,true,true,null,true,true,13660
"EDIT_ABL_E_ANCHOR_M5_SMALL_PATCH_rep5","M5_SMALL_PATCH","E_ANCHOR","RAW",2,false,false,null,true,false,4534
"EDIT_ABL_E_ANCHOR_M7_LINE_ENDINGS_rep1","M7_LINE_ENDINGS","E_ANCHOR","RAW",8,true,true,null,true,true,14679
"EDIT_ABL_E_ANCHOR_M7_LINE_ENDINGS_rep2","M7_LINE_ENDINGS","E_ANCHOR","RAW",8,true,true,null,true,true,14470
"EDIT_ABL_E_ANCHOR_M7_LINE_ENDINGS_rep3","M7_LINE_ENDINGS","E_ANCHOR","RAW",8,true,true,null,true,true,14169
"EDIT_ABL_E_ANCHOR_M7_LINE_ENDINGS_rep4","M7_LINE_ENDINGS","E_ANCHOR","RAW",8,true,true,null,true,true,14602
"EDIT_ABL_E_ANCHOR_M7_LINE_ENDINGS_rep5","M7_LINE_ENDINGS","E_ANCHOR","RAW",8,true,true,null,true,true,14877
"EDIT_ABL_E_ANCHOR_M8_DISTRACTOR_FILES_rep1","M8_DISTRACTOR_FILES","E_ANCHOR","RAW",2,false,false,false,true,false,4160
"EDIT_ABL_E_ANCHOR_M8_DISTRACTOR_FILES_rep2","M8_DISTRACTOR_FILES","E_ANCHOR","RAW",8,true,true,false,true,false,13582
"EDIT_ABL_E_ANCHOR_M8_DISTRACTOR_FILES_rep3","M8_DISTRACTOR_FILES","E_ANCHOR","RAW",8,true,true,false,false,false,15338
"EDIT_ABL_E_ANCHOR_M8_DISTRACTOR_FILES_rep4","M8_DISTRACTOR_FILES","E_ANCHOR","RAW",8,true,true,false,false,false,15475
"EDIT_ABL_E_ANCHOR_M8_DISTRACTOR_FILES_rep5","M8_DISTRACTOR_FILES","E_ANCHOR","RAW",2,false,false,false,true,false,8616
"EDIT_ABL_E_ANCHOR_M9_DISAMBIGUATION_rep1","M9_DISAMBIGUATION","E_ANCHOR","RAW",8,true,true,false,true,false,15051
"EDIT_ABL_E_ANCHOR_M9_DISAMBIGUATION_rep2","M9_DISAMBIGUATION","E_ANCHOR","RAW",8,true,true,false,true,false,14290
"EDIT_ABL_E_ANCHOR_M9_DISAMBIGUATION_rep3","M9_DISAMBIGUATION","E_ANCHOR","RAW",8,true,true,false,true,false,14034
"EDIT_ABL_E_ANCHOR_M9_DISAMBIGUATION_rep4","M9_DISAMBIGUATION","E_ANCHOR","RAW",8,true,true,false,true,false,14554
"EDIT_ABL_E_ANCHOR_M9_DISAMBIGUATION_rep5","M9_DISAMBIGUATION","E_ANCHOR","RAW",8,true,true,false,true,false,14357
"EDIT_ABL_E_ANCHOR_M11_CONSTRAINT_RETENTION_rep1","M11_CONSTRAINT_RETENTION","E_ANCHOR","RAW",5,true,true,false,true,false,11649
"EDIT_ABL_E_ANCHOR_M11_CONSTRAINT_RETENTION_rep2","M11_CONSTRAINT_RETENTION","E_ANCHOR","RAW",8,true,true,false,false,false,16164
"EDIT_ABL_E_ANCHOR_M11_CONSTRAINT_RETENTION_rep3","M11_CONSTRAINT_RETENTION","E_ANCHOR","RAW",5,true,true,false,true,false,10759
"EDIT_ABL_E_ANCHOR_M11_CONSTRAINT_RETENTION_rep4","M11_CONSTRAINT_RETENTION","E_ANCHOR","RAW",5,true,true,false,true,false,10647
"EDIT_ABL_E_ANCHOR_M11_CONSTRAINT_RETENTION_rep5","M11_CONSTRAINT_RETENTION","E_ANCHOR","RAW",8,true,true,false,false,false,17017
"EDIT_ABL_E_ANCHOR_M12_FOCUSED_FILE_rep1","M12_FOCUSED_FILE","E_ANCHOR","RAW",8,true,true,false,true,false,17375
"EDIT_ABL_E_ANCHOR_M12_FOCUSED_FILE_rep2","M12_FOCUSED_FILE","E_ANCHOR","RAW",8,true,true,false,true,false,15997
"EDIT_ABL_E_ANCHOR_M12_FOCUSED_FILE_rep3","M12_FOCUSED_FILE","E_ANCHOR","RAW",8,true,true,false,false,false,19743
"EDIT_ABL_E_ANCHOR_M12_FOCUSED_FILE_rep4","M12_FOCUSED_FILE","E_ANCHOR","RAW",8,true,true,false,true,false,15596
"EDIT_ABL_E_ANCHOR_M12_FOCUSED_FILE_rep5","M12_FOCUSED_FILE","E_ANCHOR","RAW",8,true,true,false,true,false,17192
"EDIT_ABL_E_ANCHOR_M14_STALE_CONTENT_SAFETY_rep1","M14_STALE_CONTENT_SAFETY","E_ANCHOR","RAW",8,true,true,null,true,true,15125
"EDIT_ABL_E_ANCHOR_M14_STALE_CONTENT_SAFETY_rep2","M14_STALE_CONTENT_SAFETY","E_ANCHOR","RAW",8,true,true,null,true,true,14874
"EDIT_ABL_E_ANCHOR_M14_STALE_CONTENT_SAFETY_rep3","M14_STALE_CONTENT_SAFETY","E_ANCHOR","RAW",8,true,true,null,true,true,14940
"EDIT_ABL_E_ANCHOR_M14_STALE_CONTENT_SAFETY_rep4","M14_STALE_CONTENT_SAFETY","E_ANCHOR","RAW",8,true,true,null,true,true,15275
"EDIT_ABL_E_ANCHOR_M14_STALE_CONTENT_SAFETY_rep5","M14_STALE_CONTENT_SAFETY","E_ANCHOR","RAW",8,true,true,null,true,true,15522
